obsECIx,obsECIy,obsECIz,jdHistory,obsRelx,obsRely,obsRelz,sunPosIx,sunPosIy,sunPosz
-2741594.723753645,4546818.224301788,3534223.25223129,2458536.055558347,-6223649.629930747,-37477665.12434308,3522931.902916388,131053406857.5078,-62977431311.78561,-27300701631.1273
-2743252.364793432,4545815.959669232,3534226.268172531,2458536.055616218,-6209987.936802342,-37479936.96651468,3522948.753439677,131053478385.2138,-62977309800.12583,-27300648953.09658
-2744909.64025818,4544813.090735265,3534229.283431974,2458536.055674088,-6196325.41738207,-37482203.82791461,3522965.60477991,131053549912.7881,-62977188288.39866,-27300596275.03673
-2746566.536603999,4543809.625705721,3534232.297984977,2458536.055731958,-6182662.060162088,-37484465.70017026,3522982.456910605,131053621439.6503,-62977066777.59044,-27300543597.37533
-2748223.08035994,4542805.548513801,3534235.311879804,2458536.055789829,-6168997.893707553,-37486722.5991824,3522999.309878188,131053692966.958,-62976945265.73372,-27300490919.25946
-2749879.257880068,4541800.867420705,3534238.325091633,2458536.055847699,-6155332.906408694,-37488974.51652455,3523016.163655995,131053764494.1302,-62976823753.81638,-27300438241.11737
-2751535.055662514,4540795.590627007,3534241.337595893,2458536.055905569,-6141667.086799869,-37491221.44383159,3523033.018217619,131053836020.5951,-62976702242.80932,-27300385563.36999
-2753190.500119624,4539789.70209711,3534244.349440643,2458536.05596344,-6128000.463329707,-37493463.39697533,3523049.873609276,131053907547.5028,-62976580730.75894,-27300332885.17037
-2754845.577713619,4538783.21004692,3534247.360601249,2458536.05602131,-6114333.024496773,-37495700.36757679,3523066.729804493,131053979074.2749,-62976459218.64803,-27300280206.94458
-2756500.274918574,4537776.12271185,3534250.371053103,2458536.05607918,-6100664.758811541,-37497932.34723824,3523083.586776822,131054050600.3376,-62976337707.45089,-27300227529.11499
-2758154.618129279,4536768.424027421,3534253.38084423,2458536.056137051,-6086995.694705269,-37500159.35186259,3523100.444572448,131054122126.8441,-62976216195.20873,-27300174850.83245
-2759808.59381695,4535760.122224344,3534256.389950012,2458536.056194921,-6073325.820685692,-37502381.37305831,3523117.303164911,131054193653.2189,-62976094682.89907,-27300122172.52072
-2761462.188464677,4534751.22555282,3534259.398345862,2458536.056252792,-6059655.125272457,-37504598.4024151,3523134.162527784,131054265178.8786,-62975973171.5134,-27300069494.60961
-2763115.428449661,4533741.717919505,3534262.406079764,2458536.056310662,-6045983.63687939,-37506810.45586696,3523151.022707211,131054336704.985,-62975851659.07754,-27300016816.2433
-2764768.300252133,4532731.607569911,3534265.413127126,2458536.056368533,-6032311.344023507,-37509017.52500976,3523167.883676756,131054408230.9577,-62975730146.57773,-27299964137.84934
-2766420.790397183,4531720.902748834,3534268.419463427,2458536.056426403,-6018638.235266507,-37511219.60144086,3523184.745410058,131054479756.2221,-62975608634.9899,-27299911459.85082
-2768072.925178442,4530709.587374434,3534271.425136507,2458536.056484273,-6004964.338938949,-37513416.70108497,3523201.607953116,131054551281.9273,-62975487122.36225,-27299858781.40157
-2769724.69111815,4529697.669686839,3534274.430121847,2458536.056542144,-5991289.643599847,-37515608.8155456,3523218.471279568,131054622807.4998,-62975365609.66896,-27299806102.92395
-2771376.074717471,4528685.157965794,3534277.434394885,2458536.056600014,-5977614.137787295,-37517795.93638735,3523235.33536301,131054694332.365,-62975244097.88583,-27299753424.84097
-2773027.102318341,4527672.036060298,3534280.438003548,2458536.056657884,-5963937.849880275,-37519978.07960635,3523252.200249529,131054765857.6711,-62975122585.06281,-27299700746.30724
-2774677.760419058,4526658.312245407,3534283.44092327,2458536.056715755,-5950260.76841394,-37522155.23677339,3523269.065912713,131054837382.8434,-62975001072.17582,-27299648067.74586
-2776328.035496929,4525643.994835886,3534286.443129451,2458536.056773625,-5936582.881902996,-37524327.39942027,3523285.932326123,131054908907.3027,-62974879560.2094,-27299595389.58363
-2777977.95397499,4524629.067591175,3534289.444670162,2458536.056831495,-5922904.21880741,-37526494.58363491,3523302.799535984,131054980432.2095,-62974758047.19115,-27299542710.96548
-2779627.502261811,4523613.53886185,3534292.445520676,2458536.056889366,-5909224.767572865,-37528656.78091482,3523319.667515728,131055051956.9807,-62974636534.11242,-27299490032.32119
-2781276.666909642,4522597.416936922,3534295.44565653,2458536.056947236,-5895544.516789062,-37530813.9828198,3523336.536239048,131055123481.0456,-62974515021.94212,-27299437354.07079
-2782925.474225012,4521580.685607791,3534298.445125577,2458536.057005106,-5881863.494799692,-37532966.205408,3523353.405751955,131055195005.5514,-62974393508.73196,-27299384675.36965
-2784573.910757252,4520563.353158735,3534301.443903351,2458536.057062977,-5868181.690191492,-37535113.44024547,3523370.276028137,131055266529.9214,-62974271995.46117,-27299331996.64231
-2786221.962936097,4519545.427974678,3534304.441965164,2458536.057120847,-5854499.091431608,-37537255.67879832,3523387.147041064,131055338053.5833,-62974150483.10244,-27299279318.31044
-2787869.657149016,4518526.893757334,3534307.439359022,2458536.057178718,-5840815.726944976,-37539392.93721662,3523404.018836897,131055409577.6888,-62974028969.69876,-27299226639.52562
-2789516.97988864,4517507.758846335,3534310.436060348,2458536.057236588,-5827131.585261745,-37541525.2070133,3523420.891389216,131055481101.6655,-62973907456.22247,-27299173960.7094
-2791163.917692499,4516488.031580419,3534313.432044657,2458536.057294458,-5813446.654957017,-37543652.47970288,3523437.76467169,131055552624.9262,-62973785943.672,-27299121282.29461
-2792810.496831605,4515467.695693474,3534316.427359738,2458536.057352329,-5799760.964339433,-37545774.77140547,3523454.638730265,131055624148.6335,-62973664430.0712,-27299068603.42455
-2794456.703840591,4514446.759519557,3534319.421981092,2458536.057410199,-5786074.501981303,-37547892.07364182,3523471.513538597,131055695672.2013,-62973542916.4167,-27299015924.53128
-2796102.538533454,4513425.223174,3534322.415908383,2458536.05746807,-5772387.269734345,-37550004.38615207,3523488.389094505,131055767195.6402,-62973421402.68973,-27298963245.60666
-2797747.987394209,4512403.095055935,3534325.409117026,2458536.05752594,-5758699.256120369,-37552111.70039333,3523505.265371558,131055838718.3709,-62973299889.87469,-27298910567.07747
-2799393.076702968,4511380.358840575,3534328.401654827,2458536.05758381,-5745010.489457304,-37554214.03254741,3523522.142415718,131055910241.5405,-62973178376.02335,-27298857888.09908
-2801037.793006533,4510357.022881608,3534331.393497312,2458536.057641681,-5731320.958329843,-37556311.37411833,3523539.020200664,131055981764.5752,-62973056862.10969,-27298805209.09375
-2802682.122863755,4509333.095552096,3534334.384620029,2458536.057699551,-5717630.651334804,-37558403.7165915,3523555.8987001,131056053286.9048,-62972935349.10284,-27298752530.48161
-2804326.092504049,4508308.56051894,3534337.375070695,2458536.057757421,-5703939.596739538,-37560491.07615925,3523572.777959895,131056124809.6782,-62972813835.05098,-27298699851.4165
-2805969.688483363,4507283.426150534,3534340.364824851,2458536.057815292,-5690247.783138051,-37562573.44431314,3523589.657953746,131056196332.3158,-62972692320.93849,-27298647172.32518
-2807612.897369717,4506257.700834645,3534343.353858065,2458536.057873162,-5676555.19913647,-37564650.81252611,3523606.538655375,131056267854.2433,-62972570807.74149,-27298594493.63082
-2809255.745374645,4505231.368209484,3534346.342218019,2458536.057931032,-5662861.872984489,-37566723.1970214,3523623.420110615,131056339376.6134,-62972449293.50124,-27298541814.48425
-2810898.219063251,4504204.436658148,3534349.329880269,2458536.057988903,-5649167.793285191,-37568790.5892781,3523640.302293178,131056410898.8528,-62972327779.1918,-27298489135.30776
-2812540.305045506,4503176.91456258,3534352.316820462,2458536.058046773,-5635472.948687138,-37570852.9807772,3523657.185176862,131056482420.382,-62972206265.79789,-27298436456.52826
-2814182.029449495,4502148.785573341,3534355.303086126,2458536.058104644,-5621777.367356401,-37572910.38773181,3523674.06880735,131056553942.353,-62972084751.36224,-27298383777.29719
-2815823.378882271,4501120.058067722,3534358.288652897,2458536.058162514,-5608081.037938533,-37574962.80162905,3523690.953158429,131056625464.1884,-62971963236.8661,-27298331098.03997
-2817464.339897499,4500090.740483401,3534361.273496319,2458536.058220384,-5594383.949025764,-37577010.2138964,3523707.838203797,131056696985.3184,-62971841723.27679,-27298278419.17597
-2819104.93876908,4499060.816339642,3534364.257664181,2458536.058278255,-5580686.128929801,-37579052.64088055,3523724.723989394,131056768506.8873,-62971720208.6511,-27298225739.86273
-2820745.161982267,4498030.294110559,3534367.2411319,2458536.058336125,-5566987.566174675,-37581090.07397399,3523741.610488792,131056840028.3273,-62971598693.9528,-27298173060.51809
-2822384.996132697,4496999.182227981,3534370.223875096,2458536.058393995,-5553288.249395235,-37583122.50461225,3523758.49767576,131056911549.0532,-62971477180.17686,-27298120381.57339
-2824024.467476234,4495967.464182451,3534373.205941527,2458536.058451866,-5539588.206885027,-37585149.94917299,3523775.385596208,131056983070.2239,-62971355665.35407,-27298067702.17492
-2825663.562507408,4494935.148462859,3534376.187306627,2458536.058509736,-5525887.427177513,-37587172.39903615,3523792.274223724,131057054591.2609,-62971234150.46735,-27298015022.7488
-2827302.267863784,4493902.243495069,3534379.167946088,2458536.058567606,-5512185.89894893,-37589189.84564551,3523809.16353215,131057126111.5886,-62971112636.49431,-27297962343.71886
-2828940.609685058,4492868.732802773,3534382.147907461,2458536.058625477,-5498483.650377692,-37591202.30534773,3523826.053567189,131057197632.3611,-62970991121.47453,-27297909664.2352
-2830578.574573145,4491834.624827767,3534385.127166371,2458536.058683347,-5484780.670104476,-37593209.76957212,3523842.944302616,131057269152.9949,-62970869606.39942,-27297856984.72763
-2832216.149142141,4490799.928031153,3534388.105698475,2458536.058741217,-5471076.946782189,-37595212.22972942,3523859.83571224,131057340672.9244,-62970748092.22955,-27297804305.61257
-2833853.3595137,4489764.625908034,3534391.083551283,2458536.058799088,-5457372.508571341,-37597209.70219713,3523876.727841721,131057412193.2938,-62970626577.02132,-27297751626.04743
-2835490.192298982,4488728.726914862,3534394.060700441,2458536.058856959,-5443667.344121991,-37599202.17839213,3523893.620664856,131057483713.5323,-62970505061.74399,-27297698946.4524
-2837126.634121343,4487692.23952737,3534397.037121621,2458536.058914829,-5429961.442096446,-37601189.64971277,3523910.514155468,131057555233.0579,-62970383547.38727,-27297646267.25655
-2838762.711084372,4486655.147212105,3534400.012862302,2458536.058972699,-5416254.830637287,-37603172.13256731,3523927.408359184,131057626753.03,-62970262031.98034,-27297593587.60548
-2840398.409808483,4485617.458440152,3534402.987898147,2458536.05903057,-5402547.498403963,-37605149.61836024,3523944.303249819,131057698272.8654,-62970140516.51456,-27297540907.92898
-2842033.716958941,4484579.181681149,3534405.962204902,2458536.05908844,-5388839.434100816,-37607122.09849823,3523961.198801269,131057769791.9945,-62970019001.95751,-27297488228.6465
-2843668.65855597,4483540.300414537,3534408.935829896,2458536.05914631,-5375130.665787205,-37609089.58937888,3523978.095059011,131057841311.5635,-62969897486.36226,-27297435548.91399
-2845303.221261893,4482500.823105322,3534411.908748867,2458536.059204181,-5361421.182164626,-37611052.08241499,3523994.991996934,131057912830.9987,-62969775970.7029,-27297382869.15378
-2846937.391718642,4481460.75825848,3534414.880937521,2458536.059262051,-5347710.971914209,-37613009.56898012,3524011.889588892,131057984349.7249,-62969654455.95733,-27297330189.78978
-2848571.195993575,4480420.089283489,3534417.85244327,2458536.059319921,-5334000.063142587,-37614962.06554406,3524028.787880447,131058055868.8957,-62969532940.16496,-27297277509.97204
-2850204.620725668,4479378.824680687,3534420.823241811,2458536.059377792,-5320288.444528032,-37616909.56348652,3524045.686845445,131058127387.9308,-62969411424.3121,-27297224830.12815
-2851837.652566163,4478336.972969661,3534423.793308866,2458536.059435662,-5306576.104761088,-37618852.05416866,3524062.586457756,131058198906.2567,-62969289909.37302,-27297172150.68047
-2853470.317564257,4477294.517531385,3534426.762691814,2458536.059493532,-5292863.071930453,-37620789.55409101,3524079.486762908,131058270425.0272,-62969168393.38718,-27297119470.77907
-2855102.602368234,4476251.466880807,3534429.73136637,2458536.059551403,-5279149.334723698,-37622722.05462091,3524096.387734765,131058341943.6651,-62969046877.33557,-27297066790.84924
-2856734.49363866,4475207.829552107,3534432.699308275,2458536.059609273,-5265434.881840969,-37624649.54710714,3524113.289347215,131058413461.5918,-62968925362.20116,-27297014111.31709
-2858366.017406537,4474163.588897778,3534435.666564871,2458536.059667144,-5251719.741352653,-37626572.04808097,3524130.191645748,131058484979.9564,-62968803846.03191,-27296961431.33638
-2859997.147213155,4473118.761852449,3534438.633088034,2458536.059725014,-5238003.888839746,-37628489.54049224,3524147.094580389,131058556498.1941,-62968682329.78674,-27296908751.32285
-2861627.895964123,4472073.340159503,3534441.598901242,2458536.059782884,-5224287.339247724,-37630402.0324828,3524163.998172763,131058628015.7226,-62968560814.45543,-27296856071.70556
-2863258.276552836,4471027.315543267,3534444.564027941,2458536.059840755,-5210570.107508269,-37632309.53221435,3524180.902444463,131058699533.6927,-62968439298.08245,-27296803391.63675
-2864888.275646239,4469980.696547877,3534447.52844388,2458536.059898625,-5196852.18233023,-37634212.03102934,3524197.807369385,131058771051.5283,-62968317781.64715,-27296750711.541
-2866517.879923601,4468933.49173668,3534450.492124837,2458536.059956495,-5183133.552430877,-37636109.52025198,3524214.712921456,131058842568.6547,-62968196266.1256,-27296698031.84144
-2868147.115411951,4467885.68438434,3534453.455118145,2458536.060014366,-5169414.245877504,-37638002.01649579,3524231.619146154,131058914086.2219,-62968074749.56407,-27296645351.69111
-2869775.968722562,4466837.283091393,3534456.417399453,2458536.060072236,-5155694.251321187,-37639889.51104917,3524248.526017274,131058985603.6622,-62967953232.92664,-27296592671.50794
-2871404.439671415,4465788.287976312,3534459.378968427,2458536.060130107,-5141973.570617747,-37641772.00368334,3524265.433532632,131059057120.9618,-62967831716.23723,-27296539991.30231
-2873032.51495028,4464738.707621853,3534462.339800866,2458536.060187977,-5128252.192498827,-37643649.48570596,3524282.341666171,131059128637.5534,-62967710200.45998,-27296487311.4922
